,Review,Date,Opinion,Year
453,"The worst company I have personally ever dealt with.I will start with the good - their customer service department is actually great, they must have one of the hardest jobs out there, to be honest. I have just got off a call with someone called Liz, her hands were tied behind her back but she did do her best to be as helpful as possible, i am now waiting to hear from a Manager before getting in touch with Ofgem as we seem to be in a deadlock.- The bad - Right from the start I suppose this was bound to fail, the broker lied - stated he worked for Valda (obviously this part of the call isn't recorded), lucky for me during the 6 1/2 minute call that is recorded it does become clear i was dealing with a broker who is keen to lie to close the contract and that I was on a building site so I was distracted + interrupted a few times - this was stated by Liz.- There collections department call you and e-mail you and use literally what you could only describe as bullying tactics. - We are in a 9-month lease on these premises, so I do know I only need to deal with this for another 8 months before never having to deal with this company again - I offered to pay a final bill as long it was a final bill just so we never have to deal with Valda again - Fact i know we are being ripped off and am happy to be ripped off just to end this dreadful experience should speak volumes - the cost to get out of this contract seems worth it as this is genuinely such a big headache. I even stated it is best for both parties, they would just be wasting resources on me and money essentially, chasing something I will be passing over to Ofgem & our solicitors to deal with.- E-mails have 4 different figures that we owe them- Meter reads are meant to be accurate - how can they be accurate? Liz stated to me on Dec 2nd my energy consumption was 23kw - every other day we use 4x that amount? Our shop was open on Dec 2nd...we do nothing different. - They want me to pay for the electrician to come out and check out a faulty meter Honestly, if you are considering this company just save yourself the headache.",2021-12-22,NEGATIVE,2021
454,"Beware! fraudulent activities! Dishonest brokers 1st business connection scammers representing their services and Valda not releasing from the contract following complaint. Terrible customer service ignoring any of my explanations of why the contract is invalid because it was mis-represented, lies were told to me in order to get me to sign up, and so on. It's utterly disgusting. They tried to take over £3000 from my account in a month! We are only small business and can’t afford paying ridiculous energy bills. It has become one of the most stressful experiences I ever had and I will be making complain to ofgem action fraud and the police. Valda offers hidden commissions to dishonest brokers representing their services and they are not releasing from the contract following complaint because they want to steal your money.",2021-12-20,NEGATIVE,2021
455,Professional & polite Good knowledge Speedy service,2021-12-17,POSITIVE,2021
456,"valda energy is great,you can still speak to human,not a robot like most other energy companys,the staff are very helpfull,thanks,",2021-12-16,POSITIVE,2021
457,"PLEASE STAY CLEAR- I was advised by a broker to go with Valda Energy which I did, but I was not advised of the length of contract or that there was no cancellation policy as part of the agreement. They have taken £1700 from me and have still not refunded me £1000 of this. furthermore I phoned up two days ago to find that twice the photo evidence I submitted for meter readings was not uploaded, which is needed for my refund. they took money from my personal account as I had used that to make the initial activation payment but had given no permission or informed that they would take first payment from this account. I have read the terms and agreements and it states that you can cancel if a smart meter cannot be installed within a set time of activation and they are unable to meet this so I attempted to cancel but was told it was due to Covid, but it does not state this as part of the cancelation terms. I will be writing a formal complaint next and making contact with the Energy Ombudsman to discuss this matter as I believe that they are acting unethically as it the broker, who I shall also be making a complaint too on this matter as they have I believe acted neglectfully. Save yourself the hassle and do your research, I will be from now on and will not be trusting Valda or brokers again",2021-12-16,NEGATIVE,2021
458,"(Zero Stars) I was quoted a price of £350 for my small business with a slight fluctuation depending on time of year etc. Since being with them for just over a month they have taken £1500 out of my account. I have called, emailed and sent in meter readings all to be told that this is correct. According to them £764 is a little over 2 weeks worth of energy. It has become  one of the most stressful experiences and I feel so trapped. Avoid them at all cost as they will never give you the price they quote.",2021-12-14,NEGATIVE,2021
459,"Very helpful staff, always polite and very helpful, so happy to be switching to valda",2021-12-14,POSITIVE,2021
460,"I have dealing with Olivia Jupp at Valda Energy, and I can’t express how efficient and effortless she has made the experience. First class service and would highly recommend.",2021-12-08,POSITIVE,2021
461,"If I could give Valda 0 stars I would. Absolute scam and fraud! Have been trying to contact them to stop my contract that's been forced upon me by their brokers who pretend to be someone else! Had £25 charged on my card as a new customer deposit, just to wake up to a welcome pack and recurring payment on my card of £640! I've cried ever since! Have email directors with a formal complaint straight away and not heard anything since! I will take this further, OFGEM, Obudsman, Action Fraud you name it! I want to be released of this so called contract and demand to speak to tour directors or CEO!",2021-12-07,NEGATIVE,2021
462,"very poor service i have small shop with minimal appliances and Valda have taken £956.79 from my account in a month, chat is hopeless and callback takes forever",2021-12-06,NEGATIVE,2021
463,"Further to my previous review.After an email to the Valda energy ceo Steve James, we did get some action and Valda Energy""AS AN ACT OF GOOD FAITH"" released us from the contract that we never wanted.However, it appears that nothing involving this company is straight forward. Despite the numerous telephone conversations and emails with various members the Valda team in which we were asked whether we were switching to Eco Green Management, to which I said no we are switching only to Scottish Power and that any other request is bogus, we find that Valda has allowed this transfer to go ahead.Do yourvelves a big favour, do not touch this company with a barge pole and certainly not your business energy supply!!!",2021-12-03,NEGATIVE,2021
464,Valda offered me a good rate which was emailed out to me and not as other companies do try and get you to sign up over the phone. Olivia was great to deal with and made the switch over very easy. She was very professional in dealing with my enquiry.,2021-11-29,POSITIVE,2021
465,I have been trying to contact them on the phone for few days now with no luck. Money taken from bank accout left right and centre. I had to cotact the bank to stop payments as this is an absolute nightmare! I will be contacting ombudsman immediately. It has to stop.,2021-11-27,NEGATIVE,2021
466,I have been with valda energy for 1 week and they have taken out 808£ and are now trying to take over 1000£. My monthly bill before this was around 300 a month. I have 3 staff in my small place. I can not believe this at all. I am a start up and these are the things we are forced to experience.,2021-11-27,POSITIVE,2021
467,"The worst Energy company in the UK. In two weeks they have taken 2 instalments of £648 + £648  without my consent or notice.My bills have increased by at least 60%, which I don't understand after installing their SMART meter.There are many businesses like mine here who have complained and struggling with a large sum or amount taken off from their account with consent and bills have gone 10 folds.PLEASE AVOID THIS ENERGY COMPANY AT ANY COST OR YOU WILL BE SPENDING 10 HOURS EVERY WEEK ON THE PHONE WITH THEM.I HAVE STARTED A PETITION FOR OFGEM TO INVESTIGATE THEIR BILLING SYSTEM PLUS SURGE IN ENERGY BILLS. PLEASE SIGN UP TO SUPPORT THIS PETITION. The worst Energy company in the UK. In two weeks they have taken 2 instalments of £648 + £648  without my consent or notice.My bills have increased by at least 60%, which I don't understand after installing their SMART meter.There are many businesses like mine here who have complained and struggling with a large sum or amount taken off from their account with consent and bills have gone 10 folds.PLEASE AVOID THIS ENERGY COMPANY AT ANY COST OR YOU WILL BE SPENDING 10 HOURS EVERY WEEK ON THE PHONE WITH THEM.I HAVE STARTED A PETITION FOR OFGEM TO INVESTIGATE THEIR BILLING SYSTEM PLUS SURGE IN ENERGY BILLS. PLEASE SIGN UP TO SUPPORT THIS PETITION. Please visit change dot org and look for PETITION: Stop Valda Energy ripping of customers - Ofgem to investigateMANY THANKS",2021-11-26,NEGATIVE,2021
468,Olivia Jupp at Valda was really helpful in sorting out an issue I was having with my gas transfer.All of the people I have spoken to at Valda have been great to deal with.,2021-11-26,POSITIVE,2021
469,"Sarah helped resolve an issue I had had with my last 2 months bills. Estimated readings had been used instead of my submitted readings which had caused me to be over charged and also for the VAT to be charged at 20% as I was showing as using over 1000KW per month. She was so polite, listening to everything I said and managed to resolve my issue very quickly and efficiently. She is a credit to your organisation. Thank you so much for all your help Sarah.",2021-11-26,POSITIVE,2021
470,"Quick and easy process, I started the process of changing supplier through ""chat"" Olivia was really helpful, quote came through on email and a follow up call to confirm legalities. Olivia was always polite, professional and helpful.",2021-11-25,POSITIVE,2021
471,This company take money out of your account as they like... One month in ... robbed almost 700 out the company account when it was meant to be 60... Then when you get the other end n run it down they Rob your account daily for anything in there. I have payments as low as £2.70 .. Absolute pirates. Soon as I can I'm changing.! You have been warned!,2021-11-24,NEGATIVE,2021
472,"I was switched to Valda fraudulently when I had already signed up with another company. After providing evidence that I had agreed the other contract before, Valda will not release me from theirs. I was signed up as having 2 meters when I have 1 and £1200 was taken out of my account in 3 weeks. They have not refunded the money although assured me they would. Can't resolve the issue.",2021-11-23,NEGATIVE,2021
473,"I have had great customer service so far, never having to wait too long for someone to answer. Heidi has been great!",2021-11-20,POSITIVE,2021
474,"Daisy was super friendly and helpful, very personable and warm. Will definitely use the live chat function again!",2021-11-17,POSITIVE,2021
475,This was my first contact with this company.The phone was answered promptly and the help and explanation where clear and concise.I looked through the figures given and recontacted later the same day to except the deal with them and move supplier. Having moved supplier at home in the passed and experienced problems this went smoothly. Thank you to Oliva for her help,2021-11-17,POSITIVE,2021
476,Absolute first class service! Olivia had me sorted within a couple of hours. Couldn’t ask for more,2021-11-17,POSITIVE,2021
477,"Registration went well, Heidi was very helpful sorting out my issues, as I didn't know  the initial payment, as I have just go to the app and make a prepayment, but she held me sort everything, and classified my concerns as well.",2021-11-16,POSITIVE,2021
478,Hi everyone im editing and updating my review . I had very bad time when i went with broker But thanks to karris she helped me alot and sorted everything for me . Im with valda for 2 months now and because of karris im happy . As i was so upset and sad before 🙏🏻,2021-11-11,POSITIVE,2021
479,Heidi at Valda was very helpful in trying to rectify a problem that has been going on for weeks.  After spending 50 minutes on hold listening to awful music a rapid response from Heidi on web chat was much appreciated :),2021-11-09,POSITIVE,2021
480,"Very friendly professional service, thank you.",2021-11-08,POSITIVE,2021
481,Heidi was lovely and said she will try to help get my issue sorted,2021-11-03,POSITIVE,2021
482,Olivia was very helpful in setting up a new account for us and getting us the best price,2021-11-03,POSITIVE,2021
483,AVOID THIS COMPANY AT ALL COSTS. AFTER BEING PROMISED SWITCHING TO THEM WOULD BE CHEAPER THAN MY PREVIOUS SUPPLIER I AM NOW BEING CHARGED 3 TIMES MY NORMAL BILL AND THEY WILL NOT ALLOW ME TO CANCEL. THIS COMPANY WIL MAKE YOUR BUSINESS GO BANKRUPT WITH THEIR OVERCHARGED PRICED.  WISH I COULDNGUVE ZERO STARS,2021-11-02,NEGATIVE,2021
484,I am a new Valda customer and had an issue which was resolved by Heidi on the live chat. It was great to access the live chat so quickly and Heidi was quick to help me resolve the issues and was very polite. With past energy companies I've been lucky to sppeak to someone so this is a great start!,2021-11-02,POSITIVE,2021
485,"I had a quite complex & challenging problem, a difficult query.It took some time & a lot of patience to resolve, the resolution was outside the parameters of normal customer service.However the problem was resolved to my complete satisfaction, thank you so much Antoinette!! :)",2021-11-01,NEGATIVE,2021
486,As previous people have stated they take huge amounts of money with no authorisation and no explanation of why. Paying 3 x my normal bill. Avoid,2021-10-31,NEGATIVE,2021
487,Very dodgy company. Basically steal your money from your account. I don’t have a direct debit or standing order set up and usually pay via their app but somehow the stole £425 from my account. Avoid like the plague !,2021-10-29,NEGATIVE,2021
488,Terrible Set-up dont listen to any calls Taking payments when i requested them not to. Unable to set up a direct debit.Unclear fees when setting up the account.No proper complaints process.All of these issues and their terrible communication in response means I am reporting them to the energy ombudsman. Was told I would get notification when taking payments and invoices but yet again nothing at all. DO NOT USE THIS COMPANY,2021-10-28,NEGATIVE,2021
489,"Quick response,",2021-10-26,POSITIVE,2021
490,Terribly shady business practices. Taking payments when i requested them not to. Unable to set up a direct debit. Unclear fees when setting up the account. No proper complaints process. All of these issues and their terribe communication in response means I am reporting them to the energy ombudsman.I would recommend everybody avoid them as they have caused a huge amount of unecessary stress.,2021-10-26,NEGATIVE,2021
491,Managed to get best price for business electricity supplies for standing charge and the kWh after two days of surfing online.Thanks.,2021-10-24,POSITIVE,2021
492,"quick, easy, simple, got what i needed no fuss",2021-10-21,POSITIVE,2021
493,Olivia explained everything accurately and the process of changing our electricity supply to Valda at the moment looks trouble free.,2021-10-21,NEGATIVE,2021
494,Beth seemed to understand the problem with intention of solving.,2021-10-20,POSITIVE,2021
495,Daisy at Valda Energy is very quick and efficient and makes the whole process very simple,2021-10-20,POSITIVE,2021
496,"The Customer Services and Sales people who I have spoken with have been courteous, friendly and very helpful explaining and dealing with transferring my supply. Great support, much appreciated.",2021-10-20,POSITIVE,2021
497,Daisy was very helpful and answered all my queries.,2021-10-20,POSITIVE,2021
498,Olivia was really helpful in guiding me through all of the steps needed to set up accounts for both businesses. Would not hesitate to recommend your service,2021-10-18,POSITIVE,2021
499,"First time using / signing up, process made very simple and the customer care / sales team in particular Olivia were very good, thanks!",2021-10-18,POSITIVE,2021
500,"New Accounts with Valda EnergyI've just moved a number of my electricity meters to Valda Energy.  We like to have all our accounts under one log-in and when I was making the switch, I forgot to ask my broker to do this for me. Long story short, I got online and had a chat with Daisy.  Daisy was brilliant, read what I needed, got the information she required from me, gave me a timeline for the works to be done.  Thank you Daisy.",2021-10-18,POSITIVE,2021
501,"Very helpfull ,and professional Explained everything Spoke very clear Didnt have to keep repeating my questions ,Thank you",2021-10-18,POSITIVE,2021
502,Great customer service and really easy to deal with.,2021-10-15,POSITIVE,2021
503,Savannah of Valda Energy was really very helpful and professional.  She resolved the issue I rang about and put my mind at ease. She promised to send me an email to confirm our concern and that she did promptly.  Thank you very much Savannah. You make it easy doing business with Valda Energy.  Kind regards,2021-10-15,POSITIVE,2021
504,Sarah at Valda Energy was very helpful and explained our accounting concerns with patience and efficiency. We are new very small business and had concerns about our billing and credits with Valda Energy and Sarah was very helpful.,2021-10-15,POSITIVE,2021
505,"Savannah was prompt to respond to my query, she understood the issues that I needed resolving, and proposed an entirely appropriate and useful solution in a professional and friendly manner.",2021-10-14,POSITIVE,2021
506,Very helpful even when we had to change all the information on the account,2021-10-13,POSITIVE,2021
507,"Charley was really helpful and clear in what was happening with our new account, was very helpful from start to finish. Friendly and efficient. Thank you Charley!",2021-10-12,POSITIVE,2021
508,"Heidi was really helpful and clear in what was happening with our new account, how I can speed up the process. Friendly and efficient. Thank you Heidi!",2021-10-11,POSITIVE,2021
509,"Olivia was extremely helpful, polite, patient and explanatory throughout both my quotation and signing up with Valda for the next 3 years. She really is an asset to your business and you'll do well to keep hold of her.",2021-10-11,POSITIVE,2021
510,"From start to account set up with Charley from Valda the experience has been easy, professional & efficient. Great customer service so far.",2021-10-11,POSITIVE,2021
511,"Avoid this company, absolutely disgraceful. Total access to your account and will just take money. My payments have gone from £176 to over £1100 a month with no discussion and no notice at all. Customer service not helpful. I called to find our why they had taken an amount unspecfied and they just stated Pay upfront or be disconnected!!! Only through calling them have I found out my meter is outdated and unreliable.",2021-10-08,NEGATIVE,2021
512,It is essential to be able to speak to a real person! So few companies make this option a realistic possibility. The person we spoke to was well informed and helpful - thank you.,2021-10-08,POSITIVE,2021
513,Olivia Jupp is the best!! Very helpfull and friendly!!!,2021-10-06,POSITIVE,2021
514,"Avoid, Avoid, Avoid...They charge a fortune and threaten disconnection if not paid upfront and yes they can take unauthorised payments from your card. They don't care about your situation or the fact small businesses have been struggling for 18 months they just want their money. Contract sold to us by a broker who promised to beat previous supplier, now paying £120 per month more! Customer service staff just say ""You signed contract""",2021-09-27,NEGATIVE,2021
515,"I was assisted by a truly wonderful gentleman called Mr Dean Parsons , who was extremely professional and resolved my query in a wonderful manner . Absolutely 5 star . Thank you Dean",2021-09-20,POSITIVE,2021
516,If I could give zero I would . Third party brokers ‘allegedly’ not linked to Valda attempting to sell you electricity at ridiculous costs . You then have to pay in advance for your utilities circa  £400 !! Best advice would be to shop around and steer clear of Valda,2021-09-16,NEGATIVE,2021
517,"Great customer service from Charlie, quoted and account set up in less than 20 minutes, extremely friendly and helpful, we use Valda as our electricity supplier for another business and it was a no brainer to switch our electricity to them once our previous electricity contracts expired.",2021-09-16,POSITIVE,2021
518,"AVOID! How I wish I had read these reviews before signing my contract. I am being absolutely rinsed by this company for every penny. The bills are extortionate and despite having regular contact with customer service informing them to STOP taking unauthorised payments from my account they continue to just take money from my account with no warning or explanation. A latest unauthorised payment was taken on a SUNDAY morning before a bank holiday so I cannot contact them.  My small business, which has already suffered like so many through covid, is now very near breaking point due to the lack of care and ridiculous bills this company charge. I have explained my financial situation several times to customer service and they DO NOT CARE.  They are happy to bankrupt us. I will be doing everything in my power to get out of a 24 month contract I wish I never signed! AVOID AVOID AVOID!",2021-09-14,NEGATIVE,2021
519,Really appreciate the customer support and help provided by Heidi on the online chat feature. It is fantastic to know you are communicating with a real person who really goes to the trouble to resolve your queries. Very friendly and most helpful.,2021-08-29,POSITIVE,2021
520,"Clear, quick and precise. Understood my enquiry and fixed the problem in less than 5 minutes. Much appreciated.",2021-08-26,POSITIVE,2021
521,"Olivia was really helpful and friendly, made it so easy to set up a new business account.",2021-08-26,POSITIVE,2021
522,They charge a fortune (Overcharge) Very bad support.20 years in uk this is the worse company I joined.Never take a chance for your own piece of mind,2021-08-25,NEGATIVE,2021
523,Great to have a company who talk to you with a single point of contact - type of service that is sadly lacking with the main utility companies. Than you Olivia.,2021-08-19,NEGATIVE,2021
524,Olivia & Mel have been brilliant through out the whole process,2021-08-18,POSITIVE,2021
525,Really helpful sales team. Olivia in particular was great at fulfilling my needs and my clients' needs. Highly recommend.,2021-08-16,POSITIVE,2021
526,We recently took over the supply at a property and Olivia helped us get a new contract with good prices locked in. Extremely friendly and helpful - thanks for all your help :),2021-08-06,POSITIVE,2021
527,"I am the Director of Energy Gurus UK, today I have called twice to resolve an issue with mis selling of contracts from a broker. I spoke with Dean Parsons who is the sole reason I am leaving this review due to his excellent service and fast response. He's an asset to the company.",2021-08-05,POSITIVE,2021
528,"Excellent customer service ! Had a bit of an issue with my commercial site which had 2 separate meters and was making the billing confusing and seem unrealistic. After Contacting customer services I was assigned a chap called Wayne Reddy, Wayne went above and beyond and sorted my issues, my bills are now easy to understand and my spend seems a lot less. Wayne was very professional throughout and assured me all along that he would get it sorted for me - which he certainly did.",2021-07-30,NEGATIVE,2021
529,"Avoid this company at all costs. They say i took out contract with them, at the time the contract was taken out by me i was in hospital SCAMMERS. They took out excessive amounts of money from my account though the property was empty. They refuse to allow me to go back to my original supplier though i did not instruct them to switch suppliers in the first place.Now they are telling me i need to wait another 8 weeks before i can go to ombudsman and they have cut supply off to property",2021-07-29,NEGATIVE,2021
530,I would rate Valda customer services as one of the best I have dealt with. Nothing was too much and when they said they would keep me informed ... they did so. They sorted out a particularly complicated situation with a high degree of efficiency and professionalism. In particular thanks to Savannah Cousins.,2021-07-29,POSITIVE,2021
531,"Very helpful and courteous, dealt with my enquiry really efficiently",2021-07-26,POSITIVE,2021
532,I am a new customer and was very impressed with the service I received today from Heidi Via web chat. I was connected immediately (trying to chat to our current supplier I was number 85 in the queue) and she dealt with my query very easily.,2021-07-08,POSITIVE,2021
533,"Poor service.  Poor ability to provide solutions, poor information.  Just awful and to be avoided.  The app does not work.  When it does provide information, that is two days out of synchronisation with the half hourly data which we pay to have.  They send updates constantly - which are wrong!!!  simply the worst company I have ever had the misfortune to use.",2021-07-07,NEGATIVE,2021
534,DEALING WITH OLIVIA AT VALDA I FOUND HER VERY HELPFULL KNOWLEDGEABLE AND GOT THE JOB DONE THANK YOU,2021-07-05,POSITIVE,2021
535,"Signed up with this company through a broker. We are a very small business and do not consume much electricity at all. We have a computer, a kettle and lighting. Despite this, the company just dips into our bank account when they please taking large sums of money based on estimated usage. For example, they have just taken £281 making our balance £368.60 and now want us to top up more as they say this amount will only cover 2 weeks worth of usage. I am on the verge of cancelling the direct debit and contacting the ombudsman",2021-07-02,NEGATIVE,2021
536,"Olivia provided 1st class service today. Contacted Valda Energy about transferring contracts and was dealt with by the lovely, friendly and extremely professional Olivia. She thoroughly understood my concerns and was able to deal with my request swiftly. A very happy customer. 5*",2021-07-02,POSITIVE,2021
537,"Fantastic service, very knowledgeable, very helpful, explained everything that needed doing and gave me enough time to pay the remaining balance  and clearly went the extra mile to sort out every related to our meter. Highly recommended! Olivia no one is better, no one is smarter and no one is more helpful than you. Thank you so much.",2021-07-01,POSITIVE,2021
538,Our estate agency has just joined this company and are very happy with the service that they have already given us. They price matched a quote which we had gotten from a different supplier which is very beneficial. Olivia from this company is very liable and is very helpful.,2021-06-19,POSITIVE,2021
539,I have been recommended by one of my very close friend to valda energy and so far i am 100% satisfied by there services.,2021-06-16,POSITIVE,2021
540,"Very helpful company. The representative went out of her way to assist me with a potential change over which unfortunately could not achieve. However, should I ever have need of business electricity in the future, I would not hesitate going to them first of all. What is more, an actual human answers the phone. And promptly!",2021-06-14,POSITIVE,2021
541,First class service from Valda and Olivia Jupp.  Made things easy to understand and sign up.,2021-06-11,POSITIVE,2021
542,"I came across VALDA ENERGY for my business utilities. Simply i have to admit that there is Lady called OLIVIA JUPP in customer service, her competency can't be explain in words. SHE IS AN ANGEL.",2021-06-10,POSITIVE,2021
543,If I could give zero i would. This company takes enormous amounts of money out of your account even though you are in £100s of credit. I will be contacting the ombudsman tomorrow about them because what they are doing is unethical,2021-06-07,NEGATIVE,2021
544,"My overall experience was the company hasn't been amazing, as there has been lots of different issues that occurred along the way and it hasn't been a straight forward process. I also do think there is a lot of work that needs to be done on the new Valda smart choice app. However, I have to commend Olivia and Charley in the Sales Team (I think). They have both personally worked through all my queries, and nothing is every a hassle for them. Especially when some of my requests can be confusing, having 8 different stores. They both respond to all me emails and if they say they are going to get back to me, they fulfil this! Olivia and Charley are an absolute credit to this company and I couldn't recommend them both any more! THANK YOU!",2021-06-01,POSITIVE,2021
545,Fantastic Company.  Always a pleasure to deal with!,2021-05-06,POSITIVE,2021
546,I’m very happy for service100/100,2021-05-03,POSITIVE,2021
547,Absolutely brilliant company! No one really goes out there way to write a good review but this company is amazing for new businesses and some of the best prices I’ve also had! We went through a third party and they were the best I’ve ever used!,2021-04-29,POSITIVE,2021
548,"I didnt have much hope while dealing with Valda after a rocky couple of weeks dealing with a different department! However Olivia has pulled it out the bag and been so helpful, explaining all I didn't understand and going into great details about certain subjects. Olivia's customer service is 5* and has really encouraged me to stay with this company. Thank you for making my dealings with Valda easier.",2021-04-28,POSITIVE,2021
549,"Fantastic service. Charlie helped me secure the best rates for my business, and they could beat any competitors. Thank you",2021-04-27,POSITIVE,2021
550,"Mark has been very helpful , talking me through the invoices , clearing up any queries.Very accurate and deserves five star service. Thank you",2021-04-23,POSITIVE,2021
551,The absolute worst.  They spam called about 20 times a day even when they were told we were not interested and already with another energy supplier.  Lied about the contract and the whole process. AVOID!!,2021-04-09,NEGATIVE,2021
552,I have had an issue with my previous supplier who kept sending me bills and insisting that my account was still open. Beth sorted it out for me. Thank you for the help as none was forthcoming from the previous supplier.,2021-02-19,POSITIVE,2021
553,"Set up an account for my business and was very helpful with all the details, explained anything i didn't understand well. Easy to talk to and made sure I knew what I was signing up to! Highly recommended!",2021-02-19,POSITIVE,2021
554,Clear and concise instructions during the set up process and Olivia always contacted me at exactly the agreed time to go through each step.  So far so good.,2021-02-10,POSITIVE,2021
555,Tyler was a great help from start to finish,2021-01-20,POSITIVE,2021
556,Thank you Tyler for making my experience with you yesterday an absolute pleasure. The best service from a utility company ever.,2021-01-20,POSITIVE,2021
557,Iv been having a nightmare with Opus energy and Valda every have saved the day.Charley was great and quickly sorted everything out.,2021-01-11,POSITIVE,2021
558,Very helpful and quick to respond to any query.,2021-01-07,POSITIVE,2021
559,"I am giving my review about valda energy representative ms. Olivia that, she is very professional, helpful, honest, polite, good customer services skilled,  helpd me out very professionally so as a customer i will give my 100% marks to ms. Olivia and pray for her and the company for more achievements and success. I will always recommend the valda energy to all my friends and families.",2021-01-06,POSITIVE,2021
560,Charlie was extremely helpful and resolved an extremely frustrating situation. I was very happy with the service.Kind regardsMichelle,2021-01-05,POSITIVE,2021
561,They so good. Helping alot,2021-01-05,POSITIVE,2021
562,"Very good team from Valda Energy, offered a good price from Mr. Charley Blundell and Mr.Tyler Candler was very helpful. Good service hope to use their's and the company's services in the future again.",2021-01-05,POSITIVE,2021
563,Would recommend Valda Energy to everyone as the whole experience from enquiry all the way through to contract was 1st class. Charley made everything clear and couldn't more helpful & the fact that this is 100% renewable is energy is fantastic!,2020-12-23,POSITIVE,2020
564,"Spoke to Charlie today sorted me out a top contract at a top price. Would fully recommend Valda.Great service and price, easy 5 star.Thanks again",2020-12-16,POSITIVE,2020
565,"Absolutely FANTASTIC service from Tyler Candler at Valda Energy.  He has a great knowledge of the product and was very informative and extremely professional.I had spoken with other energy providers and did not receive the same quality of customer service as Tyler at Valda Energy.  It's such a breath of fresh air to be able to pick up the phone and get straight through to a human instead of an automated service which puts you on hold for hours on end.  If only more businesses head the same ethos as Valda Energy and Tyler, the world would be a much better place.  Thank you Tyler and Valda Energy, I very much look forward to you supplying my business fuel.",2020-12-14,POSITIVE,2020
566,"Mel was very friendly, helpful and fast and was able to offer a competitive price for electricity. Unfortunately she appeared to have very little knowledge about the product itself and perhaps little understanding of issues around climate change/sustainability.  Unfortunately the process itself means that you agree the contract verbally over the phone, and do not get the opportunity to read the terms and conditions thoroughly before agreeing the contract and there is no cooling down period. There were a number of issues I picked up in the T & Cs that did not completely add up for me. In addition they use Barclays Bank, I and many people use the term ""dirty banks"" (huge investments in fossil fuels etc etc) and I would expect any ethically based company providing 100% renewable energy would avoid being associated with these banks. However an email and a chat with Callum, the customer care team leader, about my concerns meant that I was able to cancel my contract immediately. My view is that this company appears great for competitive prices but I would check out the T & Cs carefully before signing. I think this company need to look at their values, ethics and staff training around climate change and our climate emergency otherwise they might find themselves in the position of being tarred as ""greenwashing"".",2020-12-10,NEGATIVE,2020
567,"Mr Tyler Candler is very polite and very kind, and he is very simple and clear about the products, and he answered my phone within 10 seconds. and valda energy price also good. it was a very nice experience. I am happy and impressed.",2020-12-10,POSITIVE,2020
568,"I arranged to continue my contract with Valda for another year because they are very helpful, flexible and it is extremely easy to get hold of a person at their HQ.The website and client portal also work very well so all round comms are excellent.  I have been with Valda for a year now and I look forward to developing a long-standing relationship with the company.  It is reassuring to work with people who are genuinely nice to deal with no matter the issue.",2020-12-09,POSITIVE,2020
569,This company has been extremely helpful. We had some complications and were unable to go forward yet received a refund without question. Highly reccomend.,2020-11-30,NEGATIVE,2020
570,Tyler was very helpful in setting up a new account and quick to sort a few niggles afterwards.,2020-11-12,NEGATIVE,2020
571,"Service does not get better than this, Both Tyler and Charley were very helpful in opening our new account. The app is great, and the annual prices are far better than we were quoted by eon, british gas and n power, and a fixed two year contract for peace of mind. Also its nice when the phone is answered quickly and the staff are all UK based, we just moved from British gas where a simple call is an hour lost as the queue waiting time is crazy and then its a call centre in a foreign country and all the associated problems with that. Already recommending other business friends.. thanks",2020-11-10,POSITIVE,2020
572,"Was literally conned into signing up with Valda by a dishonest broker, asked Valda to release me from contract because of this but they refused. Since then I have had nothing but issues they have taken money from my account that shouldn't have been taken. They continue to estimate bills while claiming bills are accurate. Contact customer service who appear to be highly trained pacifiers but issues do not get resolved. Would strongly advise against using them.",2020-11-06,NEGATIVE,2020
573,"Great rates. Absolutely incompetent in every other aspect so far. Their systems do not work correctly. Staff seem to be intellectually challenged. They got our account details and another's mixed up, so possible data protection issues too",2020-11-02,NEGATIVE,2020
574,Me and my Buisness partner Joe have been in contact with Tyler over the last few months and are really happy with the rates and customer service. Would highly recommend.,2020-10-29,POSITIVE,2020
575,Mel got in touch when I took took over the unit. Mel was really helpful and talked me through everything.,2020-10-23,POSITIVE,2020
576,Both Callum and Olivia were professional but amenable.,2020-10-21,POSITIVE,2020
577,"Absolutely a pleasure to speak with Olivia today as i enrolled my business to a second year contract with Valda I wish every company would be clear, courteous and honest like this guys",2020-10-20,POSITIVE,2020
578,"spoke to the company directly, saved more than going with comparison sight. happy it's 100 % renewable",2020-10-15,POSITIVE,2020
579,"Charley has been very professional and patient, if there's anything I don't understand he would stop and explain it to me. I will recommend valda to my friend's shop. Thanks for your service.",2020-10-14,POSITIVE,2020
580,"Helpful, give me the accurate information that I have been looking for",2020-10-14,POSITIVE,2020
